Player,Position,Team,Birthday,InjuryStatus
Sam Eguavoen,LB,MIA,1993/02/22,Healthy
Tino Ellis,CB,MIA,1997/10/15,Healthy
Clayton Fejedelem,S,MIA,1993/06/02,Healthy
Trey Flowers,LB,MIA,1993/08/16,Injured Reserve
Jevon Holland,S,MIA,2000/03/03,Healthy
Xavien Howard,CB,MIA,1993/07/04,Healthy
Noah Igbinoghene,CB,MIA,1999/11/27,Healthy
Melvin Ingram,LB,MIA,1989/04/26,Healthy
John Jenkins,DT,MIA,1989/07/11,Healthy
Brandon Jones,S,MIA,1998/04/02,Injured Reserve
Byron Jones,CB,MIA,1992/09/26,Out
Kader Kohou,CB,MIA,1998/11/28,Healthy
RJ McIntosh,DT,MIA,1996/06/02,Healthy
Verone McKinley III,S,MIA,2000/06/29,Healthy
Nik Needham,CB,MIA,1996/11/04,Injured Reserve
Emmanuel Ogbah,DE,MIA,1993/11/06,Injured Reserve
Jamal Perry,CB,MIA,1994/10/23,Healthy
Jaelan Phillips,LB,MIA,1999/05/28,Healthy
Duke Riley,LB,MIA,1994/08/09,Healthy
Elandon Roberts,LB,MIA,1994/04/22,Healthy
Eric Rowe,S,MIA,1992/10/03,Healthy
Brennan Scarlett,LB,MIA,1993/07/31,Healthy
Zach Sieler,DT,MIA,1995/09/07,Healthy
Channing Tindall,LB,MIA,2000/03/28,Healthy
Jaylen Twyman,DT,MIA,1999/07/19,Healthy
Andrew Van Ginkel,LB,MIA,1995/07/01,Healthy
Christian Wilkins,DT,MIA,1995/12/20,Healthy
Trill Williams,CB,MIA,1999/12/29,Injured Reserve
Justin Zimmer,DT,MIA,1992/10/23,Healthy
Blake Ferguson,LS,MIA,1997/04/21,Healthy
Thomas Morstead,P,MIA,1986/03/08,Healthy
Jason Sanders,PK,MIA,1995/11/16,Healthy
David Blough,QB,MIN,1995/07/31,Healthy
Garrett Bradbury,C,MIN,1995/06/20,Healthy
Blake Brandel,OT,MIN,1997/01/23,Healthy
Ty Chandler,RB,MIN,1998/05/12,Injured Reserve
Dan Chisena,WR,MIN,1997/02/25,Healthy
Ezra Cleveland,G,MIN,1998/05/08,Healthy
Dalvin Cook,RB,MIN,1995/08/10,Healthy
Kirk Cousins,QB,MIN,1988/08/19,Healthy
Christian Darrisaw,OT,MIN,1999/06/02,Questionable
Ben Ellefson,TE,MIN,1996/09/01,Injured Reserve
C.J. Ham,FB,MIN,1993/07/22,Healthy
Thomas Hennigan,WR,MIN,1998/08/18,Injured Reserve
Kyle Hinton,G,MIN,1998/02/27,Healthy
T.J. Hockenson,TE,MIN,1997/07/03,Healthy
Ed Ingram,G,MIN,1999/02/11,Healthy
Trishton Jackson,WR,MIN,1998/03/09,Healthy
Justin Jefferson,WR,MIN,1999/01/16,Healthy
Bisi Johnson,WR,MIN,1997/03/17,Injured Reserve
Bryant Koback,RB,MIN,1998/04/06,Healthy
Vederian Lowe,OT,MIN,1999/04/17,Healthy
Alexander Mattison,RB,MIN,1998/06/19,Healthy
Nick Mullens,QB,MIN,1995/03/21,Healthy
Johnny Mundt,TE,MIN,1994/11/23,Healthy
Nick Muse,TE,MIN,1998/11/25,Healthy
Jalen Nailor,WR,MIN,1999/03/02,Healthy
Kene Nwangwu,RB,MIN,1998/02/09,Healthy
Brian O'Neill,OT,MIN,1995/09/15,Healthy
James O'Shaughnessy,TE,MIN,1992/01/14,Healthy
K.J. Osborn,WR,MIN,1997/06/10,Healthy
Blake Proehl,WR,MIN,1999/01/12,Healthy
Jalen Reagor,WR,MIN,1999/01/01,Healthy
Chris Reed,G,MIN,1992/07/22,Healthy
Austin Schlottmann,G,MIN,1995/09/18,Healthy
Irv Smith Jr.,TE,MIN,1998/08/09,Injured Reserve
Josh Sokol,C,MIN,1997/12/01,Healthy
Adam Thielen,WR,MIN,1990/08/22,Healthy
Olisaemeka Udoh,G,MIN,1997/02/14,Healthy
Brian Asamoah II,LB,MIN,2000/03/29,Healthy
Ross Blacklock,DT,MIN,1998/07/09,Healthy
Andrew Booth Jr.,CB,MIN,2000/09/28,Out
Kris Boyd,CB,MIN,1996/09/12,Healthy
Jonathan Bullard,DE,MIN,1993/10/22,Healthy
Camryn Bynum,S,MIN,1998/07/19,Healthy
Lewis Cine,S,MIN,1999/10/05,Injured Reserve
Ryan Connelly,LB,MIN,1995/10/23,Healthy
Cameron Dantzler Sr.,CB,MIN,1998/09/03,Injured Reserve
Myles Dorn,S,MIN,1998/06/25,Healthy
Troy Dye,LB,MIN,1996/09/18,Healthy
Akayleb Evans,CB,MIN,1999/06/22,Questionable
Chris Garrett,LB,MIN,1998/06/12,Healthy
Tay Gowan,CB,MIN,1998/01/07,Healthy
Jordan Hicks,LB,MIN,1992/06/27,Healthy
Danielle Hunter,LB,MIN,1994/10/29,Healthy
Theo Jackson,S,MIN,1998/10/02,Healthy
Patrick Jones II,LB,MIN,1998/09/29,Healthy
Eric Kendricks,LB,MIN,1992/02/29,Healthy
William Kwenkeu,LB,MIN,1997/01/08,Healthy
James Lynch,DT,MIN,1999/01/20,Healthy
Josh Metellus,S,MIN,1998/01/21,Healthy
Parry Nickerson,CB,MIN,1994/10/11,Healthy
Esezi Otomewo,DE,MIN,1999/03/09,Healthy
Patrick Peterson,CB,MIN,1990/07/11,Healthy
Harrison Phillips,DT,MIN,1996/01/25,Healthy
Duke Shelley,CB,MIN,1996/10/08,Healthy
Harrison Smith,S,MIN,1989/02/02,Healthy
T.J. Smith,DT,MIN,1997/04/19,Healthy
Za'Darius Smith,LB,MIN,1992/09/08,Healthy
Chandon Sullivan,CB,MIN,1996/08/07,Healthy
Dalvin Tomlinson,DT,MIN,1994/02/28,Questionable
Khyiris Tonga,DT,MIN,1996/07/07,Healthy
Luiji Vilain,LB,MIN,1998/03/10,Healthy
Benton Whitley,LB,MIN,1999/02/12,Healthy
Kenny Willekes,DE,MIN,1997/07/22,Injured Reserve
D.J. Wonnum,LB,MIN,1997/10/31,Healthy
Andrew DePaola,LS,MIN,1987/07/28,Healthy
Greg Joseph,PK,MIN,1994/08/04,Healthy
Ryan Wright,P,MIN,2000/06/01,Healthy
Nelson Agholor,WR,NE,1993/05/24,Healthy
David Andrews,C,NE,1992/07/10,Questionable
Kendrick Bourne,WR,NE,1995/08/04,Healthy
Lynn Bowden Jr.,WR,NE,1997/10/14,Healthy
Trent Brown,OT,NE,1993/04/13,Healthy
Yodny Cajuste,OT,NE,1996/02/21,Questionable
Marcus Cannon,OT,NE,1988/05/06,Injured Reserve
James Ferentz,G,NE,1989/06/05,Healthy
Garrett Gilbert,QB,NE,1991/07/01,Healthy
Damien Harris,RB,NE,1997/02/11,Questionable
Kevin Harris,RB,NE,2000/11/17,Healthy
Hunter Henry,TE,NE,1994/12/07,Healthy
Chasen Hines,G,NE,2000/04/03,Injured Reserve
Hayden Howerton,G,NE,1999/02/11,Healthy
Brian Hoyer,QB,NE,1985/10/13,Injured Reserve
Mac Jones,QB,NE,1998/09/05,Healthy
Conor McDermott,OT,NE,1992/10/19,Healthy
Jakobi Meyers,WR,NE,1996/11/09,Questionable
Ty Montgomery,WR,NE,1993/01/22,Injured Reserve
Bill Murray,G,NE,1997/07/03,Healthy
Tre Nixon,WR,NE,1998/01/26,Healthy
Mike Onwenu,G,NE,1997/12/10,Healthy
DeVante Parker,WR,NE,1993/01/20,Healthy
Kody Russey,C,NE,1998/05/14,Healthy
Matthew Slater,WR,NE,1985/09/09,Healthy
Jonnu Smith,TE,NE,1995/08/22,Healthy
Matt Sokol,TE,NE,1995/11/09,Healthy
Rhamondre Stevenson,RB,NE,1998/02/23,Healthy
Cole Strange,G,NE,1998/07/31,Healthy
Pierre Strong Jr.,RB,NE,1998/12/10,Healthy
Andrew Stueber,G,NE,1999/07/01,Out
J.J. Taylor,RB,NE,1998/01/04,Healthy
Hunter Thedford,OT,NE,1997/04/15,Healthy
Tyquan Thornton,WR,NE,2000/08/07,Healthy
Scotty Washington,WR,NE,1997/07/26,Healthy
Raleigh Webb,WR,NE,1997/12/28,Healthy
Kristian Wilkerson,WR,NE,1997/01/10,Injured Reserve
Isaiah Wynn,OT,NE,1995/12/09,Questionable
Bailey Zappe,QB,NE,1999/04/26,Healthy
Christian Barmore,DT,NE,1999/07/28,Injured Reserve
Ja'Whaun Bentley,LB,NE,1996/08/24,Healthy
Joshuah Bledsoe,S,NE,1998/12/30,Healthy
Myles Bryant,CB,NE,1998/01/02,Healthy
Jamie Collins Sr.,LB,NE,1989/10/20,Healthy
Cody Davis,S,NE,1989/06/06,Injured Reserve
Carl Davis Jr.,DT,NE,1992/03/02,Healthy
Kyle Dugger,S,NE,1996/03/22,Healthy
Daniel Ekuale,DT,NE,1994/01/03,Healthy
Davon Godchaux,DT,NE,1994/11/11,Healthy
Lawrence Guy,DE,NE,1990/03/17,Healthy
Brad Hawkins,S,NE,1998/07/26,Healthy
Anfernee Jennings,LB,NE,1997/09/01,Healthy
Jack Jones,CB,NE,1997/12/20,Healthy
Jonathan Jones,CB,NE,1993/09/20,Healthy
Marcus Jones,CB,NE,1998/10/22,Questionable
Matthew Judon,LB,NE,1992/08/15,Healthy
Devin McCourty,S,NE,1987/08/13,Healthy
Cameron McGrone,LB,NE,2000/06/22,Healthy
Raekwon McMillan,LB,NE,1996/11/17,Healthy
Jalen Mills,CB,NE,1994/04/06,Questionable
DaMarcus Mitchell,DE,NE,1998/12/13,Healthy
Calvin Munson,LB,NE,1994/12/27,Healthy
Jabrill Peppers,S,NE,1995/10/04,Questionable
Ronnie Perkins,LB,NE,1999/09/29,Injured Reserve
Jeremiah Pharms Jr.,DE,NE,1996/10/16,Healthy
Adrian Phillips,S,NE,1992/03/28,Healthy
LaBryan Ray,DT,NE,1997/12/05,Out
Sam Roberts,DT,NE,1998/04/14,Healthy
Brenden Schooler,S,NE,1997/05/30,Healthy
Jahlani Tavai,LB,NE,1996/09/28,Healthy
Josh Uche,LB,NE,1998/09/18,Healthy
Shaun Wade,CB,NE,1998/09/16,Healthy
Joejuan Williams,CB,NE,1997/12/06,Injured Reserve
Mack Wilson Sr.,LB,NE,1998/02/14,Healthy
Deatrich Wise Jr.,DE,NE,1994/07/26,Healthy
Jake Bailey,P,NE,1997/06/18,Injured Reserve
Joe Cardona,LS,NE,1992/04/16,Healthy
Nick Folk,PK,NE,1984/11/05,Healthy
Quinn Nordin,PK,NE,1998/08/16,Out
Michael Palardy,P,NE,1992/07/06,Healthy
Tristan Vizcaino,PK,NE,1996/07/31,Healthy
Josh Andrews,G,NO,1991/06/21,Healthy
Marquez Callaway,WR,NO,1998/03/27,Healthy
Andy Dalton,QB,NO,1987/10/29,Healthy
Drew Desjarlais,G,NO,1997/04/24,Out
Yasir Durant,G,NO,1998/05/21,Healthy
Derrick Gore,RB,NO,1994/12/13,Healthy
Ethan Greenidge,OT,NO,1997/09/10,Injured Reserve
Deonte Harty,WR,NO,1997/12/04,Injured Reserve
Taysom Hill,TE,NO,1990/08/23,Healthy
J.P. Holtz,TE,NO,1993/08/28,Healthy
James Hurst,OT,NO,1991/12/17,Healthy
Mark Ingram II,RB,NO,1989/12/21,Healthy
David Johnson,RB,NO,1991/12/16,Healthy
Juwan Johnson,TE,NO,1996/09/13,Healthy
Alvin Kamara,RB,NO,1995/07/25,Questionable
Derrick Kelly II,OT,NO,1995/08/23,Healthy
Lewis Kidd,G,NO,1997/09/15,Healthy
Keith Kirkwood,WR,NO,1993/12/26,Healthy
Lucas Krull,TE,NO,1998/07/11,Healthy
Jarvis Landry,WR,NO,1992/11/28,Healthy
Jake Luton,QB,NO,1996/04/11,Healthy
Erik McCoy,C,NO,1997/08/27,Injured Reserve
Kirk Merritt,WR,NO,1997/01/05,Healthy
Chris Olave,WR,NO,2000/06/27,Healthy
Andrus Peat,G,NO,1993/11/04,Healthy
Trevor Penning,OT,NO,1999/05/15,Healthy
Adam Prentice,FB,NO,1997/01/16,Healthy
Ryan Ramczyk,OT,NO,1994/04/22,Healthy
Cesar Ruiz,C,NO,1999/06/14,Healthy
Rashid Shaheed,WR,NO,1998/08/31,Healthy
Tre'Quan Smith,WR,NO,1996/01/07,Healthy
Dylan Soehner,TE,NO,1997/11/08,Out
Michael Thomas,WR,NO,1993/03/03,Injured Reserve
Calvin Throckmorton,OT,NO,1996/08/16,Healthy
Adam Trautman,TE,NO,1997/02/05,Healthy
Dwayne Washington,RB,NO,1994/04/24,Healthy
Kevin White,WR,NO,1992/06/25,Healthy
Jameis Winston,QB,NO,1994/01/06,Healthy
Landon Young,OT,NO,1997/08/21,Healthy
Paulson Adebo,CB,NO,1999/07/03,Healthy
Zack Baun,LB,NO,1996/12/30,Healthy
Marcus Davenport,DE,NO,1996/09/04,Healthy
Demario Davis,LB,NO,1989/01/11,Healthy
Andrew Dowell,LB,NO,1996/11/16,Healthy
Kaden Elliss,LB,NO,1995/06/10,Healthy
Prince Emili,DT,NO,1998/09/18,Healthy
Justin Evans,S,NO,1995/08/26,Healthy
Carl Granderson,DE,NO,1996/12/18,Healthy
J.T. Gray,S,NO,1996/01/18,Questionable
Vincent Gray,CB,NO,1999/12/28,Healthy
Chase Hansen,LB,NO,1993/05/20,Injured Reserve
Chris Harris Jr.,S,NO,1989/06/18,Healthy
Albert Huggins,DT,NO,1997/06/27,Injured Reserve
D'Marco Jackson,LB,NO,1998/07/20,Injured Reserve
Jordan Jackson,DT,NO,1998/01/30,Healthy
Cameron Jordan,DE,NO,1989/07/10,Healthy
Tanoh Kpassagnon,DE,NO,1994/06/14,Healthy
Niko Lalos,DE,NO,1997/06/25,Healthy
Marshon Lattimore,CB,NO,1996/05/19,Questionable
Tyrann Mathieu,S,NO,1992/05/13,Healthy
Marcus Maye,S,NO,1993/03/09,Healthy
Smoke Monday,S,NO,2000/02/19,Injured Reserve
David Onyemata,DT,NO,1992/11/13,Healthy
Malcolm Roach,DE,NO,1998/06/09,Healthy
Bradley Roby,CB,NO,1992/05/01,Questionable
Nephi Sewell,LB,NO,1998/12/19,Healthy
Daniel Sorensen,S,NO,1990/03/05,Healthy
Kentavius Street,DT,NO,1996/05/08,Healthy
Alontae Taylor,CB,NO,1998/12/03,Healthy
Payton Turner,DE,NO,1999/01/07,Questionable
Shy Tuttle,DT,NO,1995/10/20,Healthy
Pete Werner,LB,NO,1999/06/05,Questionable
P.J. Williams,CB,NO,1993/06/01,Questionable
Isaac Yiadom,CB,NO,1996/02/20,Healthy
Jabari Zuniga,DE,NO,1997/08/14,Healthy
Blake Gillikin,P,NO,1998/01/21,Healthy
Wil Lutz,PK,NO,1994/07/07,Healthy
Zach Wood,LS,NO,1993/01/10,Healthy
Jack Anderson,G,NYG,1998/10/02,Healthy
Saquon Barkley,RB,NYG,1997/02/09,Healthy
Daniel Bellinger,TE,NYG,2000/09/22,Questionable
Ben Bredeson,G,NYG,1998/02/20,Injured Reserve
Matt Breida,RB,NYG,1995/02/28,Healthy
Gary Brightwell,RB,NYG,1998/02/28,Questionable
Lawrence Cager,TE,NYG,1997/08/20,Healthy
Korey Cunningham,OT,NYG,1995/05/17,Healthy
Joshua Ezeudu,G,NYG,1999/09/19,Questionable
Jon Feliciano,G,NYG,1992/02/10,Questionable
Nick Gates,C,NYG,1995/11/27,Healthy
Mark Glowinski,G,NYG,1992/05/03,Healthy
Kenny Golladay,WR,NYG,1993/11/03,Healthy
Isaiah Hodgins,WR,NYG,1998/10/21,Healthy
Tanner Hudson,TE,NYG,1994/11/12,Healthy
Richie James,WR,NYG,1995/09/05,Healthy
Collin Johnson,WR,NYG,1997/09/23,Injured Reserve
Marcus Johnson,WR,NYG,1994/08/05,Healthy
Daniel Jones,QB,NYG,1997/05/27,Healthy
Solomon Kindley,G,NYG,1997/07/31,Healthy
Shane Lemieux,G,NYG,1997/05/12,Questionable
Marcus McKethan,G,NYG,1999/05/19,Injured Reserve
Chris Myarick,FB,NYG,1995/10/06,Healthy
Evan Neal,OT,NYG,2000/09/19,Questionable
Matt Peart,OT,NYG,1997/06/11,Healthy
Tyre Phillips,G,NYG,1997/01/29,Healthy
Kalil Pimpleton,WR,NYG,1998/12/09,Healthy
Sandro Platzgummer,RB,NYG,1997/03/10,Healthy
Makai Polk,WR,NYG,2001/08/04,Healthy
Wan'Dale Robinson,WR,NYG,2001/01/05,Injured Reserve
Sterling Shepard,WR,NYG,1993/02/10,Injured Reserve
David Sills V,WR,NYG,1996/05/29,Healthy
Darius Slayton,WR,NYG,1997/01/12,Healthy
Tyrod Taylor,QB,NYG,1989/08/03,Healthy
Andrew Thomas,OT,NYG,1999/01/22,Healthy
Nick Vannett,TE,NYG,1993/03/06,Healthy
Davis Webb,QB,NYG,1995/01/22,Healthy
Ryder Anderson,DE,NYG,1998/10/15,Healthy
Darrian Beavers,LB,NYG,1999/07/05,Injured Reserve
Dane Belton,S,NYG,2000/12/07,Healthy
Cam Brown,LB,NYG,1998/04/01,Healthy
Terrell Burgess,S,NYG,1998/11/12,Healthy
Vernon Butler,DT,NYG,1994/06/14,Healthy
Landon Collins,S,NYG,1994/01/10,Healthy
Carter Coughlin,LB,NYG,1997/07/21,Healthy
Tae Crowder,LB,NYG,1997/03/12,Healthy
D.J. Davidson,DT,NYG,1997/09/19,Injured Reserve
Justin Ellis,DT,NYG,1990/12/27,Healthy
Cor'Dale Flott,CB,NYG,2001/08/24,Questionable
Tomon Fox,LB,NYG,1998/03/16,Healthy
Darnay Holmes,CB,NYG,1998/06/23,Healthy
Adoree' Jackson,CB,NYG,1995/09/18,Out
Tony Jefferson,S,NYG,1992/01/27,Injured Reserve
Dexter Lawrence,DT,NYG,1997/11/12,Healthy
Julian Love,S,NYG,1998/03/19,Healthy
Nick McCloud,CB,NYG,1998/07/09,Healthy
Micah McFadden,LB,NYG,2000/01/03,Healthy
Xavier McKinney,S,NYG,1998/08/08,Out
Henry Mondeaux,DE,NYG,1995/09/19,Healthy
Fabian Moreau,CB,NYG,1994/04/09,Questionable
Azeez Ojulari,LB,NYG,2000/06/16,Injured Reserve
Jason Pinnock,CB,NYG,1999/06/30,Healthy
Aaron Robinson,CB,NYG,1997/11/10,Injured Reserve
Elerson Smith,LB,NYG,1998/07/17,Healthy
Jaylon Smith,LB,NYG,1995/06/14,Healthy
Kayvon Thibodeaux,DE,NYG,2000/12/15,Healthy
Jihad Ward,LB,NYG,1994/05/11,Healthy
Leonard Williams,DE,NYG,1994/06/20,Healthy
Nick Williams,DE,NYG,1990/02/21,Injured Reserve
Rodarius Williams,CB,NYG,1996/09/12,Healthy
Oshane Ximines,LB,NYG,1996/12/07,Healthy
Graham Gano,PK,NYG,1987/04/09,Healthy
Jamie Gillan,P,NYG,1997/07/04,Healthy
Casey Kreiter,LS,NYG,1990/08/13,Healthy
Nick Bawden,FB,NYJ,1996/06/22,Injured Reserve
Mekhi Becton,OT,NYJ,1999/04/18,Injured Reserve
Braxton Berrios,WR,NYJ,1995/10/06,Healthy
Tarik Black,WR,NYJ,1998/02/10,Healthy
Duane Brown,OT,NYJ,1985/08/30,Healthy
Michael Carter,RB,NYJ,1999/05/07,Questionable
Irvin Charles,WR,NYJ,1997/04/13,Healthy
Tyler Conklin,TE,NYJ,1995/07/30,Healthy
Corey Davis,WR,NYJ,1995/01/11,Healthy
Laurent Duvernay-Tardif,G,NYJ,1991/02/11,Healthy
George Fant,OT,NYJ,1992/07/19,Injured Reserve
Dan Feeney,G,NYJ,1994/05/29,Healthy
Joe Flacco,QB,NYJ,1985/01/16,Healthy
Breece Hall,RB,NYJ,2001/05/31,Injured Reserve
Nate Herbig,G,NYJ,1998/07/10,Healthy
Ty Johnson,RB,NYJ,1997/09/17,Healthy
Zonovan Knight,RB,NYJ,2001/04/11,Healthy
Connor McGovern,C,NYJ,1993/04/27,Healthy
Denzel Mims,WR,NYJ,1997/10/10,Healthy
Max Mitchell,OT,NYJ,1999/10/12,Healthy
Elijah Moore,WR,NYJ,2000/03/27,Healthy
Cedric Ogbuehi,OT,NYJ,1992/04/25,Questionable
Adam Pankey,OT,NYJ,1994/02/02,Healthy
Mike Remmers,OT,NYJ,1989/04/11,Healthy
James Robinson,RB,NYJ,1998/08/09,Healthy
Jeremy Ruckert,TE,NYJ,2000/08/11,Healthy
Greg Senat,OT,NYJ,1994/09/08,Out
Jeff Smith,WR,NYJ,1997/04/21,Healthy
Diontae Spencer,WR,NYJ,1992/03/19,Healthy
Chris Streveler,QB,NYJ,1995/01/06,Healthy
Laken Tomlinson,G,NYJ,1992/02/09,Healthy
C.J. Uzomah,TE,NYJ,1993/01/14,Healthy
Alijah Vera-Tucker,G,NYJ,1999/06/17,Injured Reserve
Mike White,QB,NYJ,1995/03/25,Healthy
Garrett Wilson,WR,NYJ,2000/07/22,Healthy
Zach Wilson,QB,NYJ,1999/08/03,Healthy
Kenny Yeboah,TE,NYJ,1998/10/30,Questionable
Tony Adams,S,NYJ,1999/01/24,Healthy
Kwon Alexander,LB,NYJ,1994/08/03,Healthy
Bradlee Anae,DE,NYJ,1998/01/17,Healthy
Michael Carter II,CB,NYJ,1999/03/08,Healthy
Micheal Clemons,DE,NYJ,1997/08/21,Healthy
Vinny Curry,DE,NYJ,1988/06/30,Healthy
Ashtyn Davis,S,NYJ,1996/10/10,Questionable
Brandin Echols,CB,NYJ,1997/10/16,Healthy
John Franklin-Myers,DE,NYJ,1996/09/26,Healthy
Sauce Gardner,CB,NYJ,2000/08/31,Healthy
Bryce Hall,CB,NYJ,1997/11/05,Healthy
Justin Hardee,CB,NYJ,1994/02/07,Healthy
Marcell Harris,LB,NYJ,1994/06/09,Healthy
Bryce Huff,DE,NYJ,1998/04/17,Healthy
Craig James,CB,NYJ,1996/04/29,Healthy
Jermaine Johnson,DE,NYJ,1999/01/07,Healthy
Lamarcus Joyner,S,NYJ,1990/11/27,Healthy
Carl Lawson,DE,NYJ,1995/06/29,Healthy
Jonathan Marshall,DT,NYJ,1997/09/16,Healthy
Jared Mayden,S,NYJ,1998/06/24,Healthy
Jimmy Moreland,CB,NYJ,1995/08/26,Healthy
C.J. Mosley,LB,NYJ,1992/06/19,Healthy
Hamsah Nasirildeen,LB,NYJ,1999/01/17,Healthy
Will Parks,S,NYJ,1994/07/29,Healthy
Sheldon Rankins,DT,NYJ,1994/04/02,Questionable
D.J. Reed,CB,NYJ,1996/11/11,Healthy
Nathan Shepherd,DT,NYJ,1993/10/09,Healthy
Jamien Sherwood,LB,NYJ,2000/01/12,Healthy
Tanzel Smart,DT,NYJ,1994/11/06,Healthy
Marquiss Spencer,DE,NYJ,1997/07/16,Healthy
Chazz Surratt,LB,NYJ,1997/02/16,Questionable
Solomon Thomas,DE,NYJ,1995/12/20,Healthy
Jordan Whitehead,S,NYJ,1997/03/18,Healthy
Quincy Williams,LB,NYJ,1996/08/28,Healthy
Quinnen Williams,DT,NYJ,1997/12/20,Healthy
Thomas Hennessy,LS,NYJ,1994/06/11,Healthy
Braden Mann,P,NYJ,1997/11/24,Healthy
Greg Zuerlein,PK,NYJ,1987/12/27,Healthy
Devon Allen,WR,PHI,1994/12/12,Healthy
Ian Book,QB,PHI,1998/03/30,Healthy
Kennedy Brooks,RB,PHI,1998/10/08,Healthy
A.J. Brown,WR,PHI,1997/06/30,Healthy
Grant Calcaterra,TE,PHI,1998/12/04,Healthy
Britain Covey,WR,PHI,1997/03/18,Healthy
Landon Dickerson,C,PHI,1998/09/30,Healthy
Andre Dillard,OT,PHI,1995/10/03,Healthy
Jack Driscoll,OT,PHI,1997/04/01,Healthy
Kenneth Gainwell,RB,PHI,1999/03/14,Healthy
Dallas Goedert,TE,PHI,1995/01/03,Injured Reserve
Jalen Hurts,QB,PHI,1998/08/07,Healthy
Tyree Jackson,TE,PHI,1997/11/07,Healthy
Fred Johnson,OT,PHI,1997/06/05,Healthy
Lane Johnson,OT,PHI,1990/05/08,Healthy
Roderick Johnson,OT,PHI,1995/11/28,Healthy
Cam Jurgens,C,PHI,1999/08/21,Healthy
Jason Kelce,C,PHI,1987/11/05,Healthy
Jordan Mailata,OT,PHI,1997/03/31,Healthy
Gardner Minshew,QB,PHI,1995/05/16,Healthy
Sua Opeta,G,PHI,1996/08/15,Healthy
Zach Pascal,WR,PHI,1994/12/18,Healthy
Miles Sanders,RB,PHI,1997/05/01,Healthy
Boston Scott,RB,PHI,1995/04/27,Healthy
Trey Sermon,RB,PHI,1999/01/30,Healthy
Isaac Seumalo,G,PHI,1993/10/29,Healthy
Josh Sills,G,PHI,1998/12/26,Healthy
DeVonta Smith,WR,PHI,1998/11/14,Healthy
Jack Stoll,TE,PHI,1998/01/28,Healthy
Noah Togiai,TE,PHI,1997/07/06,Healthy
Cameron Tom,C,PHI,1995/06/21,Healthy
Brett Toth,OT,PHI,1996/09/01,Out
Greg Ward,WR,PHI,1995/07/12,Healthy
Quez Watkins,WR,PHI,1998/06/09,Healthy
Derek Barnett,DE,PHI,1996/06/25,Injured Reserve
Marquise Blair,S,PHI,1997/07/18,Healthy
Reed Blankenship,S,PHI,1999/03/02,Healthy
James Bradberry,CB,PHI,1993/08/04,Healthy
Shaun Bradley,LB,PHI,1997/04/08,Healthy
Andre Chachere,S,PHI,1996/02/10,Healthy
Fletcher Cox,DT,PHI,1990/12/13,Healthy
Jordan Davis,DT,PHI,2000/01/12,Healthy
Nakobe Dean,LB,PHI,2000/12/13,Healthy
T.J. Edwards,LB,PHI,1996/08/12,Healthy
Christian Elliss,LB,PHI,1999/01/02,Healthy
Marcus Epps,S,PHI,1996/01/27,Healthy
C.J. Gardner-Johnson,S,PHI,1997/12/20,Out
Mario Goodrich,CB,PHI,2000/01/12,Healthy
Brandon Graham,DE,PHI,1988/04/03,Healthy
Javelin Guidry,CB,PHI,1998/08/06,Healthy
Javon Hargrave,DT,PHI,1993/02/07,Healthy
Tarron Jackson,DE,PHI,1998/06/22,Healthy
Josh Jobe,CB,PHI,1998/04/09,Healthy
Kyron Johnson,LB,PHI,1998/07/24,Healthy
Patrick Johnson,LB,PHI,1998/01/10,Questionable
Linval Joseph,DT,PHI,1988/10/10,Healthy
Matt Leo,DE,PHI,1992/05/08,Healthy
Avonte Maddox,CB,PHI,1996/03/31,Injured Reserve
Mac McCain III,CB,PHI,1998/02/06,Healthy
Zech McPhearson,CB,PHI,1998/03/21,Healthy
Robert Quinn,DE,PHI,1990/05/18,Healthy
Haason Reddick,LB,PHI,1994/09/22,Healthy
Janarius Robinson,DE,PHI,1998/05/04,Injured Reserve
Anthony Rush,DT,PHI,1996/09/01,Healthy
Josiah Scott,CB,PHI,1999/04/05,Healthy
Darius Slay,CB,PHI,1991/01/01,Healthy
Ndamukong Suh,DT,PHI,1987/01/06,Healthy
Josh Sweat,DE,PHI,1997/03/29,Healthy
Davion Taylor,LB,PHI,1998/08/05,Healthy
Marlon Tuipulotu,DT,PHI,1999/05/31,Injured Reserve
K'Von Wallace,S,PHI,1997/07/25,Healthy
Kyzir White,LB,PHI,1996/03/24,Healthy
Milton Williams,DT,PHI,1999/04/06,Healthy
Jake Elliott,PK,PHI,1995/01/21,Healthy
Rick Lovato,LS,PHI,1992/09/09,Healthy
Arryn Siposs,P,PHI,1992/11/25,Healthy
Calvin Austin III,WR,PIT,1999/03/24,Injured Reserve
Miles Boykin,WR,PIT,1996/10/12,Questionable
Ja'Marcus Bradley,WR,PIT,1996/12/11,Healthy
Mason Cole,C,PIT,1996/03/28,Healthy
James Daniels,G,PIT,1997/09/13,Healthy
Jesse Davis,G,PIT,1991/09/15,Healthy
Kevin Dotson,G,PIT,1996/09/18,Healthy
Pat Freiermuth,TE,PIT,1998/10/25,Healthy
Zach Gentry,TE,PIT,1996/09/10,Healthy
Kendrick Green,C,PIT,1998/12/22,Healthy
Najee Harris,RB,PIT,1998/03/09,Questionable
J.C. Hassenauer,C,PIT,1994/09/01,Healthy
